Order_Source,Order_ID,Order_Date,Customer_ID,Customer_Name,Address,ZIP,Tel,Product_ID,Product_Price,Quantity,Promotion,TotalPrice,Unnamed: 13,Unnamed: 14,Unnamed: 15,recency,frequency,monetary,r_score,f_score,m_score,RFMScore,Segment,cluster
Call,7957,11/7/2021 10:31,51566,Yuli Griffin,305-8716 Libero Ave,31691,020-737-1673,THT0014,510,2,No,1020.0,,,,202.0,1,1020,4,1,2,412,Potential Loyalists,0
Lazada,3173,11/11/2021 4:55,65416,Dacey Mckay,861-6381 Et Rd.,47651,067-683-3647,THT0016,550,3,No,1650.0,,,,198.0,1,1650,4,1,4,414,Long time Big Buy,3
Facebook,6207,12/2/2021 7:50,80051,Ingrid Ayers,8419 Nunc Rd.,81694,082-715-8429,THT0013,490,4,No,1960.0,,,,177.0,1,1960,4,1,5,415,Long time Big Buy,3
Shopee,3931,12/5/2021 17:12,24707,Steven Fernandez,Ap #327-7722 Maecenas Ave,49385,022-638-5581,THT0004,310,2,No,620.0,,,,174.0,1,620,4,1,1,411,Potential Loyalists,0
Facebook,9374,9/3/2022 10:51,24707,Steven Fernandez,Ap #327-7722 Maecenas Ave,49385,022-638-5581,THT0002,270,3,Yes,688.5,,,,174.0,1,620,4,1,1,411,Potential Loyalists,0
Facebook,7059,12/10/2021 23:40,18294,Kim Marquez,"223-3443 Lorem, Road",22422,016-665-9552,THT0016,550,5,No,2750.0,,,,169.0,1,2750,4,1,5,415,Long time Big Buy,3
Call,6015,12/11/2021 4:03,95107,Keegan Faulkner,994-6828 Erat. Avenue,39299,036-625-6849,THT0002,270,2,No,540.0,,,,168.0,1,540,4,1,1,411,Potential Loyalists,0
Facebook,6249,12/11/2021 6:26,97117,Elliott Clarke,"175-5253 Vel, Road",88176,003-657-4802,THT0004,310,2,Yes,527.0,,,,168.0,1,620,4,1,1,411,Potential Loyalists,0
Facebook,2868,12/11/2021 7:13,53439,Melinda Hines,"9209 Vulputate, Rd.",55632,026-501-3182,THT0018,590,3,Yes,1504.5,,,,168.0,1,1770,4,1,4,414,Long time Big Buy,3
Shopee,7956,12/11/2021 18:21,54862,Zachary Walters,6214 Varius St.,41456,060-887-3044,THT0015,530,3,No,1590.0,,,,168.0,1,1590,4,1,4,414,Long time Big Buy,3
Call,1305,12/12/2021 23:39,30466,Sage Guy,"989-2440 Leo, Av.",28841,032-525-3837,THT0019,610,5,Yes,2592.5,,,,167.0,1,3050,4,1,5,415,Long time Big Buy,3
Shopee,7733,1/1/2022 10:42,42710,Lucy Reilly,165-3693 Nibh Ave,96257,089-848-3870,THT0017,570,3,No,1710.0,,,,147.0,1,1710,5,1,4,514,Long time Big Buy,3
Facebook,7142,1/1/2022 19:15,42853,Mallory Hull,5013 Magna. St.,17812,015-148-9015,THT0020,630,2,No,1260.0,,,,147.0,1,1260,5,1,3,513,Potential Loyalists,3
Shopee,3554,1/2/2022 5:06,63219,Quemby Caldwell,927-3437 Praesent St.,98485,067-695-5147,THT0009,410,1,Yes,348.5,,,,146.0,1,410,5,1,1,511,Potential Loyalists,0
Call,6530,1/4/2022 6:06,68981,Oren Monroe,145-395 Pretium Avenue,62614,018-524-1299,THT0013,490,1,Yes,416.5,,,,144.0,1,490,5,1,1,511,Potential Loyalists,0
Lazada,9375,2/1/2022 16:05,87603,Roary Adkins,"P.O. Box 614, 9820 Eu Avenue",99514,031-635-9355,THT0018,590,3,Yes,1504.5,,,,116.0,1,1770,5,1,4,514,Long time Big Buy,2
Shopee,7076,2/2/2022 7:16,22549,Kimberly Harris,"8487 Amet, Rd.",21132,025-821-4637,THT0013,490,2,Yes,833.0,,,,115.0,1,980,5,1,2,512,Potential Loyalists,2
Shopee,4025,2/2/2022 11:42,30636,Jakeem Sanford,298-5920 Tristique St.,59451,061-818-8784,THT0012,470,2,Yes,799.0,,,,115.0,1,940,5,1,2,512,Potential Loyalists,2
Call,3436,2/2/2022 21:38,31490,Len Serrano,Ap #528-7772 Ut Road,83832,083-752-7774,THT0002,270,2,Yes,459.0,,,,115.0,1,540,5,1,1,511,Potential Loyalists,0
Facebook,5955,2/4/2022 7:08,42071,Joel Moody,Ap #816-3330 Sit Rd.,51195,053-078-7275,THT0019,610,2,No,1220.0,,,,113.0,1,1220,5,1,3,513,Potential Loyalists,2
Line,7567,3/1/2022 4:41,56944,Harding Finley,Ap #164-8389 Rutrum Avenue,51433,001-156-8597,THT0013,490,1,Yes,416.5,,,,88.0,1,490,5,1,1,511,Potential Loyalists,0
Lazada,1907,3/3/2022 6:47,36325,Jackson Ortiz,"P.O. Box 482, 2142 Vestibulum St.",52419,006-503-8782,THT0017,570,2,No,1140.0,,,,86.0,1,1140,5,1,3,513,Potential Loyalists,2
Lazada,8472,3/3/2022 18:21,58048,Nissim Whitaker,193-2840 Amet Ave,38563,025-819-4257,THT0014,510,2,Yes,867.0,,,,86.0,1,1020,5,1,2,512,Potential Loyalists,2
Line,2564,3/4/2022 5:30,25364,Uta Chaney,349 Donec Av.,67564,071-159-1114,THT0013,490,2,Yes,833.0,,,,85.0,1,980,5,1,2,512,Potential Loyalists,2
Shopee,4326,3/4/2022 19:02,93304,Brandon Buckley,587-5953 Libero Av.,22304,052-565-8703,THT0011,450,5,Yes,1912.5,,,,85.0,1,2250,5,1,5,515,Long time Big Buy,2
Facebook,8607,4/2/2022 11:57,82095,Yuli Hinton,1723 Arcu. Rd.,33231,068-287-4567,THT0004,310,2,No,620.0,,,,56.0,1,620,5,1,1,511,Potential Loyalists,2
Shopee,7106,5/1/2022 6:46,50109,Elmo Stone,Ap #933-4533 Ligula Avenue,74854,022-026-5261,THT0020,630,2,Yes,1071.0,,,,27.0,1,1260,5,1,3,513,Potential Loyalists,2
Line,3887,5/2/2022 0:13,51915,Katell Herrera,"P.O. Box 891, 8632 Ligula. Road",84193,048-748-2895,THT0014,510,3,No,1530.0,,,,26.0,1,1530,5,1,4,514,Long time Big Buy,2
Line,3838,5/2/2022 16:34,64144,Audra Sharpe,2253 Mauris Street,36142,038-116-8544,THT0019,610,2,No,1220.0,,,,26.0,1,1220,5,1,3,513,Potential Loyalists,2
Line,2667,5/3/2022 10:29,40218,Brock Hull,147-4616 Malesuada Avenue,81344,071-564-9696,THT0018,590,3,No,1770.0,,,,25.0,1,1770,5,1,4,514,Long time Big Buy,2
Line,2536,5/4/2022 1:27,53725,Alexis Hobbs,"P.O. Box 855, 123 Urna Av.",91485,034-079-8238,THT0006,350,3,No,1050.0,,,,24.0,1,1050,5,1,2,512,Potential Loyalists,2
Call,6955,5/4/2022 20:00,99553,Dexter Weaver,449-1393 Pharetra Road,40651,012-534-7548,THT0012,470,5,Yes,1997.5,,,,24.0,1,2350,5,1,5,515,Long time Big Buy,2
Lazada,9291,13/01/2021 06:49,43734,Velma Wagner,1178 Nec Ave,32717,032-674-1423,THT0019,610,1,Yes,518.5,,,,500.0,1,610,1,1,1,111,At Risk,0
Lazada,7328,13/02/2022 12:03,21381,Marcia Leblanc,8418 Sit Street,20483,045-996-2664,THT0005,330,3,No,990.0,,,,104.0,1,990,5,1,2,512,Potential Loyalists,2
Line,9790,13/03/2022 05:01,13261,Meghan Vargas,192-6375 Fermentum St.,75064,098-480-8397,THT0018,590,2,Yes,1003.0,,,,76.0,1,1180,5,1,3,513,Potential Loyalists,2
Shopee,4132,13/04/2022 07:53,37364,Gemma Kelley,965-5180 Duis Road,35616,072-463-5517,THT0004,310,2,Yes,527.0,,,,45.0,1,620,5,1,1,511,Potential Loyalists,2
Line,8605,13/04/2022 13:20,29712,Lavinia Bell,"P.O. Box 350, 9875 Phasellus Road",12092,027-277-0496,THT0012,470,3,Yes,1198.5,,,,45.0,1,1410,5,1,3,513,Potential Loyalists,2
Call,1912,13/05/2022 19:30,87648,Wade Fields,392-3080 Nulla Avenue,18283,030-986-3874,THT0009,410,4,Yes,1394.0,,,,15.0,1,1640,5,1,4,514,Long time Big Buy,2
Call,6878,13/06/2021 13:59,57433,Drew Walters,332-9443 Aliquam Street,41340,013-301-5730,THT0005,330,3,No,990.0,,,,349.0,1,990,2,1,2,212,At Risk,0
Lazada,3175,13/07/2021 00:18,44286,Yoshi May,Ap #693-7896 Pede Rd.,73188,016-665-8364,THT0001,250,2,Yes,425.0,,,,319.0,1,500,3,1,1,311,Potential Loyalists,0
Facebook,5706,13/07/2021 02:47,12183,Oprah Becker,Ap #567-648 Nunc St.,96932,044-653-1851,THT0009,410,4,No,1640.0,,,,319.0,1,1640,3,1,4,314,Long time Big Buy,3
Call,1513,13/07/2021 04:11,47726,Tatiana Sanders,268-213 Mauris St.,51318,012-710-1532,THT0013,490,5,Yes,2082.5,,,,319.0,1,2450,3,1,5,315,Long time Big Buy,3
Facebook,8428,13/07/2021 08:31,44780,Rhona Wright,171-2069 Nisi Rd.,74257,065-089-0908,THT0018,590,3,No,1770.0,,,,319.0,1,1770,3,1,4,314,Long time Big Buy,3
Call,3413,13/07/2021 14:05,30799,Marah Fuller,925-6732 Lorem Road,71114,081-971-3629,THT0004,310,4,Yes,1054.0,,,,319.0,1,1240,3,1,3,313,Potential Loyalists,3
Facebook,6559,13/08/2020 04:36,33175,Reese Gray,"8468 Augue, Rd.",21796,066-210-0850,THT0006,350,1,Yes,297.5,,,,653.0,1,350,1,1,1,111,At Risk,0
Call,1507,13/08/2020 15:36,16082,Sage Travis,"P.O. Box 184, 8979 Dis St.",17133,082-507-1014,THT0009,410,2,Yes,697.0,,,,653.0,1,820,1,1,2,112,At Risk,0
Shopee,3570,13/09/2021 08:34,41807,Keaton Wall,"P.O. Box 847, 3622 Massa St.",46655,010-275-8143,THT0004,310,4,Yes,1054.0,,,,257.0,1,1240,3,1,3,313,Potential Loyalists,3
Lazada,5548,13/10/2021 22:16,17443,Aquila Sargent,744-9981 Vitae Av.,71568,078-347-5618,THT0004,310,2,Yes,527.0,,,,227.0,1,620,4,1,1,411,Potential Loyalists,0
Line,2704,13/11/2021 00:55,12240,Brittany Bartlett,2794 Eu Av.,33821,015-056-2892,THT0005,330,5,Yes,1402.5,,,,196.0,1,1650,4,1,4,414,Long time Big Buy,3
Call,7369,13/11/2021 06:24,38034,Walker Malone,Ap #876-2479 Lacus. Ave,99781,075-907-1281,THT0008,390,1,Yes,331.5,,,,196.0,1,390,4,1,1,411,Potential Loyalists,0
Shopee,7795,13/11/2021 19:19,22846,Barrett Key,"P.O. Box 470, 9008 Faucibus Ave",74618,038-715-2554,THT0017,570,4,No,2280.0,,,,196.0,1,2280,4,1,5,415,Long time Big Buy,3
Shopee,8101,13/11/2021 21:03,31301,Kyra Lucas,681-4347 Dolor. Av.,35835,022-872-5201,THT0016,550,3,No,1650.0,,,,196.0,1,1650,4,1,4,414,Long time Big Buy,3
Call,3056,14/01/2022 22:16,26809,Lilah Hayes,690-2613 Aliquam Avenue,74848,054-835-5860,THT0006,350,2,Yes,595.0,,,,134.0,1,700,5,1,1,511,Potential Loyalists,0
Line,8161,14/02/2021 07:21,13197,Aphrodite Chaney,742-1436 Nulla Street,71554,047-334-7116,THT0015,530,4,Yes,1802.0,,,,468.0,1,2120,1,1,5,115,At Risk,3
Call,3019,14/02/2022 04:40,36849,Moana Dunlap,281-8309 Nulla Ave,29433,032-253-8125,THT0019,610,4,No,2440.0,,,,103.0,1,2440,5,1,5,515,Long time Big Buy,2
Call,7992,14/02/2022 19:26,61293,Baker Chang,533-1224 Eros Street,28031,052-125-7585,THT0010,430,2,Yes,731.0,,,,103.0,1,860,5,1,2,512,Potential Loyalists,2
Lazada,7968,14/04/2022 00:53,20396,Melvin Maxwell,"P.O. Box 189, 9779 Mauris Ave",52118,098-592-1393,THT0003,290,3,Yes,739.5,,,,44.0,1,870,5,1,2,512,Potential Loyalists,2
Line,5205,14/04/2022 06:47,85266,Felix Norris,"P.O. Box 848, 5666 Vulputate St.",72385,081-638-2126,THT0004,310,4,No,1240.0,,,,44.0,1,1240,5,1,3,513,Potential Loyalists,2
Shopee,4671,14/04/2022 20:26,70226,Kamal Coleman,670-3625 Erat St.,62861,026-871-2348,THT0003,290,3,Yes,739.5,,,,44.0,1,870,5,1,2,512,Potential Loyalists,2
Shopee,7736,14/06/2021 02:43,69423,Hope Mason,424-1730 Sociis Rd.,71738,066-357-9683,THT0003,290,3,No,870.0,,,,348.0,1,870,2,1,2,212,At Risk,0
Facebook,6418,14/06/2021 03:50,47558,Eve Ellison,366-6758 Diam. St.,53411,038-069-6831,THT0007,370,3,No,1110.0,,,,348.0,1,1110,2,1,2,212,At Risk,3
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0012,470,3,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0012,470,3,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0012,470,3,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0012,470,3,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0002,270,2,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0002,270,2,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0002,270,2,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,9956,14/07/2021 01:12,44004,Dean Rojas,Ap #727-4119 Non Road,97299,099-525-0857,THT0002,270,2,Yes,1657.5,,,,318.0,2,3700,3,5,5,355,Loyal Customers,1
Facebook,7862,14/12/2021 10:06,88853,Giselle Page,881-3129 In St.,75782,017-621-2466,THT0005,330,1,No,330.0,,,,165.0,1,330,4,1,1,411,Potential Loyalists,0
Facebook,5045,14/12/2021 11:19,47301,Dolan Burton,"P.O. Box 546, 5262 Euismod St.",93227,081-182-3160,THT0006,350,3,Yes,892.5,,,,165.0,1,1050,4,1,2,412,Potential Loyalists,0
Call,9632,14/12/2021 22:56,97648,Malcolm Henry,5427 Tempus St.,95336,087-301-7915,THT0016,550,3,Yes,1402.5,,,,165.0,1,1650,4,1,4,414,Long time Big Buy,3
Shopee,9331,14/12/2021 22:58,87229,Alexa Cherry,Ap #709-721 Vitae Ave,70321,062-641-2543,THT0011,450,4,Yes,1530.0,,,,165.0,1,1800,4,1,4,414,Long time Big Buy,3
Call,1575,15/01/2021 14:53,41933,Liberty Clarke,464 Quam St.,55071,021-519-0776,THT0017,570,2,No,1140.0,,,,498.0,1,1140,1,1,3,113,At Risk,3
Facebook,7221,15/02/2022 21:45,88386,Hop Duncan,181-6913 Lacus. Ave,78865,085-757-3551,THT0005,330,4,Yes,1122.0,,,,102.0,1,1320,5,1,3,513,Potential Loyalists,2
Shopee,5346,15/03/2021 17:37,49076,Kiayada Saunders,4011 Odio. Ave,35453,064-392-3410,THT0005,330,3,Yes,841.5,,,,439.0,1,990,2,1,2,212,At Risk,0
Facebook,4921,15/04/2022 23:55,87725,Hedwig Jarvis,767-3235 Lorem Avenue,61776,025-723-6771,THT0017,570,1,No,570.0,,,,43.0,1,570,5,1,1,511,Potential Loyalists,2
Lazada,3345,15/05/2021 15:31,40817,Debra Sullivan,716-4116 Eros. Road,58874,075-463-6216,THT0005,330,1,No,330.0,,,,378.0,1,330,2,1,1,211,At Risk,0
Shopee,5943,15/06/2021 03:21,35996,Abraham Merritt,Ap #363-8356 Volutpat. Av.,94034,094-612-1803,THT0015,530,5,No,2650.0,,,,347.0,1,2650,2,1,5,215,At Risk,3
Line,4157,15/06/2021 23:15,68262,Bruce Whitaker,"P.O. Box 229, 5098 Suscipit Avenue",84777,052-289-1232,THT0011,450,2,Yes,765.0,,,,347.0,1,900,2,1,2,212,At Risk,0
Lazada,3493,15/07/2021 03:25,60134,Freya Schmidt,Ap #355-5669 Metus. Ave,67683,034-198-3538,THT0008,390,2,Yes,663.0,,,,317.0,1,780,3,1,2,312,Potential Loyalists,0
Call,8772,15/08/2021 20:41,77447,Maisie Heath,"P.O. Box 986, 1480 Et Road",66274,014-872-4798,THT0013,490,5,Yes,2082.5,,,,286.0,1,2450,3,1,5,315,Long time Big Buy,3
Call,4439,15/09/2021 11:45,99878,Ruth Boyer,Ap #413-5920 Risus. St.,31956,075-297-8183,THT0019,610,4,Yes,2074.0,,,,255.0,1,2440,3,1,5,315,Long time Big Buy,3
Call,1573,15/10/2021 18:42,43847,Kylie Patel,891-4417 Phasellus Avenue,44266,084-739-1466,THT0001,250,3,No,750.0,,,,225.0,1,750,4,1,2,412,Potential Loyalists,0
Line,4873,15/11/2020 06:38,91991,Catherine Lawson,Ap #149-3156 Mauris Street,83867,062-185-2591,THT0009,410,3,Yes,1045.5,,,,559.0,1,1230,1,1,3,113,At Risk,3
Lazada,1780,15/11/2020 17:49,51859,Emmanuel Albert,391-5567 A Rd.,46698,067-728-6649,THT0016,550,5,Yes,2337.5,,,,559.0,1,2750,1,1,5,115,At Risk,3
Facebook,3779,15/11/2020 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0008,390,4,No,3760.0,,,,559.0,2,7520,1,5,5,155,At Risk,1
Facebook,3779,15/11/2020 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0008,390,4,No,3760.0,,,,559.0,2,7520,1,5,5,155,At Risk,1
Facebook,3779,15/11/2020 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0008,390,4,No,3760.0,,,,194.0,2,7520,4,5,5,455,Champions,1
Facebook,3779,15/11/2020 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0008,390,4,No,3760.0,,,,194.0,2,7520,4,5,5,455,Champions,1
Facebook,3779,15/11/2021 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0016,550,4,No,3760.0,,,,559.0,2,7520,1,5,5,155,At Risk,1
Facebook,3779,15/11/2021 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0016,550,4,No,3760.0,,,,559.0,2,7520,1,5,5,155,At Risk,1
Facebook,3779,15/11/2021 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0016,550,4,No,3760.0,,,,194.0,2,7520,4,5,5,455,Champions,1
Facebook,3779,15/11/2021 21:53,74654,Orli Cantu,"Ap #198-1123 Quis, Rd.",62855,068-376-5333,THT0016,550,4,No,3760.0,,,,194.0,2,7520,4,5,5,455,Champions,1
Facebook,3995,15/12/2021 03:47,78582,Colin Reed,190-2731 Vel Ave,51681,067-252-1611,THT0008,390,3,Yes,994.5,,,,164.0,1,1170,4,1,3,413,Potential Loyalists,3
Facebook,2056,16/03/2022 05:28,12723,Nell Higgins,Ap #665-7904 Eu Ave,39842,078-716-1342,THT0013,490,3,No,1470.0,,,,73.0,1,1470,5,1,3,513,Potential Loyalists,2
Line,8073,16/04/2021 00:24,91316,Randall Fisher,209-9743 Suspendisse Rd.,37212,016-270-1828,THT0016,550,5,Yes,2337.5,,,,407.0,1,2750,2,1,5,215,At Risk,3
Call,2906,16/04/2022 17:32,85229,Wesley Sweet,Ap #449-3403 Ut Rd.,76215,024-758-7322,THT0005,330,4,No,1320.0,,,,42.0,1,1320,5,1,3,513,Potential Loyalists,2
Shopee,8573,16/05/2021 19:36,48504,Malik Dejesus,Ap #768-6522 Donec Av.,73759,050-742-6260,THT0010,430,5,Yes,1827.5,,,,377.0,1,2150,2,1,5,215,At Risk,3
Call,7863,16/07/2021 10:21,22656,Maxine Rodriquez,Ap #982-9918 Libero St.,71236,029-320-4735,THT0020,630,3,Yes,1606.5,,,,316.0,1,1890,3,1,4,314,Long time Big Buy,3
Lazada,7812,16/07/2021 19:09,63300,Christopher Howe,362-495 Tincidunt Rd.,49425,064-524-5458,THT0016,550,5,Yes,2337.5,,,,316.0,1,2750,3,1,5,315,Long time Big Buy,3
Call,8382,16/08/2021 02:33,35238,Dora Mckenzie,"Ap #994-5053 Enim, Av.",57438,086-747-2617,THT0011,450,3,Yes,1147.5,,,,285.0,1,1350,3,1,3,313,Potential Loyalists,3
Line,6244,16/08/2021 23:28,61558,Inga Massey,"P.O. Box 303, 8661 Donec Road",43002,063-166-6226,THT0019,610,1,Yes,518.5,,,,285.0,1,610,3,1,1,311,Potential Loyalists,0
Call,3626,16/09/2021 00:18,67501,Tate Douglas,Ap #934-7541 Lacus. Street,84918,009-331-3172,THT0013,490,1,Yes,416.5,,,,254.0,1,490,3,1,1,311,Potential Loyalists,0
Facebook,8013,16/10/2021 02:43,22343,Alea Shields,"258-3029 Elementum, Av.",63158,066-398-5949,THT0009,410,4,Yes,1394.0,,,,224.0,1,1640,4,1,4,414,Long time Big Buy,3
Call,3463,16/10/2021 11:19,47277,Jack Hurley,224-7129 Dolor Av.,83583,061-824-0078,THT0016,550,4,Yes,1870.0,,,,224.0,1,2200,4,1,5,415,Long time Big Buy,3
Facebook,7868,16/10/2021 14:58,88329,Ali Mcconnell,"P.O. Box 540, 388 Sit Av.",52133,073-842-1786,THT0014,510,4,No,2040.0,,,,224.0,1,2040,4,1,5,415,Long time Big Buy,3
Shopee,3086,16/10/2021 17:14,89780,Heather Reyes,221-3066 Amet Av.,81913,088-515-4722,THT0016,550,2,No,1100.0,,,,224.0,1,1100,4,1,2,412,Potential Loyalists,0
Shopee,3308,16/10/2021 19:05,60984,Devin Simmons,Ap #187-6891 Nunc. Ave,55722,008-867-8119,THT0009,410,3,No,1230.0,,,,224.0,1,1230,4,1,3,413,Potential Loyalists,3
Line,7967,16/12/2021 10:23,37218,Maite Foreman,"588-6234 Vel, Avenue",75794,096-573-2128,THT0007,370,4,No,1480.0,,,,163.0,1,1480,4,1,3,413,Potential Loyalists,3
Call,9292,17/01/2022 20:34,37720,Fritz Kelly,Ap #539-1463 Integer St.,36750,082-948-1601,THT0002,270,2,Yes,459.0,,,,131.0,1,540,5,1,1,511,Potential Loyalists,0
Facebook,6082,17/02/2022 13:04,80992,Clio Marsh,Ap #735-6700 Mattis. Av.,30359,036-248-2855,THT0016,550,5,No,2750.0,,,,100.0,1,2750,5,1,5,515,Long time Big Buy,2
Call,5887,17/02/2022 15:13,53036,Clayton Tucker,1444 Ut Rd.,28018,050-586-6146,THT0017,570,4,No,2280.0,,,,100.0,1,2280,5,1,5,515,Long time Big Buy,2
Shopee,2963,17/03/2022 01:06,66946,Grace Cash,"P.O. Box 427, 4620 Cras Avenue",53452,058-815-1751,THT0009,410,4,Yes,1394.0,,,,72.0,1,1640,5,1,4,514,Long time Big Buy,2
Facebook,9761,17/03/2022 15:42,55868,Zephr Mcdaniel,262 Donec St.,80128,042-886-3010,THT0011,450,3,Yes,1147.5,,,,72.0,1,1350,5,1,3,513,Potential Loyalists,2
Lazada,8858,17/04/2022 16:25,34860,Clarke Orr,"806-4495 Quis, Rd.",10396,013-636-2358,THT0010,430,4,No,1720.0,,,,41.0,1,1720,5,1,4,514,Long time Big Buy,2
Lazada,3148,17/04/2022 17:50,65605,Dominic Smith,824-6407 Mus. Ave,71283,043-612-2123,THT0013,490,3,Yes,1249.5,,,,41.0,1,1470,5,1,3,513,Potential Loyalists,2
Lazada,8742,17/04/2022 18:28,23754,Solomon Cain,8772 Enim Rd.,92941,042-736-3838,THT0014,510,3,No,1530.0,,,,41.0,1,1530,5,1,4,514,Long time Big Buy,2
Facebook,2948,17/05/2021 06:17,31367,Xyla Porter,"P.O. Box 422, 5491 Sem Road",21152,037-434-9265,THT0017,570,4,No,2280.0,,,,376.0,1,2280,2,1,5,215,At Risk,3
Lazada,5752,17/06/2021 09:08,67860,Savannah Alford,"P.O. Box 305, 6002 Mi Rd.",71645,048-827-6887,THT0005,330,5,No,1650.0,,,,345.0,1,1650,2,1,4,214,At Risk,3
Facebook,6005,17/07/2021 07:14,65099,Lacota Perry,830-9342 Vel Avenue,33641,055-253-4163,THT0006,350,1,No,350.0,,,,315.0,1,350,3,1,1,311,Potential Loyalists,0
Call,3657,17/07/2021 07:54,85214,Harlan Woodward,681-9508 Convallis St.,94685,021-119-7975,THT0016,550,2,No,1100.0,,,,315.0,1,1100,3,1,2,312,Potential Loyalists,0
Facebook,9305,17/07/2021 17:42,80389,Lawrence Barnes,2543 Gravida Rd.,95626,015-992-3310,THT0002,270,3,No,810.0,,,,315.0,1,810,3,1,2,312,Potential Loyalists,0
Line,2786,17/08/2021 04:16,79852,Amela Silva,7702 Sed Street,96628,035-402-5918,THT0008,390,2,No,780.0,,,,284.0,1,780,3,1,2,312,Potential Loyalists,0
Call,9520,17/08/2021 12:47,76587,Maggy Gross,Ap #600-546 Ipsum Road,21180,086-847-5574,THT0002,270,1,Yes,229.5,,,,284.0,1,270,3,1,1,311,Potential Loyalists,0
Line,1706,17/09/2021 13:12,40464,Mason Padilla,"P.O. Box 931, 806 Nunc Road",29688,043-945-6235,THT0016,550,5,Yes,2337.5,,,,253.0,1,2750,3,1,5,315,Long time Big Buy,3
Call,4876,17/10/2021 23:44,63747,Dale Black,Ap #367-2103 Sociis St.,23693,096-393-7384,THT0014,510,1,No,510.0,,,,223.0,1,510,4,1,1,411,Potential Loyalists,0
Call,8957,17/11/2021 02:46,43105,Heidi Holder,354-2352 Est. St.,60896,077-884-1282,THT0010,430,3,Yes,1096.5,,,,192.0,1,1290,4,1,3,413,Potential Loyalists,3
Facebook,7634,17/11/2021 19:26,28763,Nomlanga Faulkner,"P.O. Box 619, 2912 Libero Street",88866,076-474-6825,THT0005,330,1,No,330.0,,,,192.0,1,330,4,1,1,411,Potential Loyalists,0
Call,8386,17/12/2021 05:35,51316,Lev Warren,"P.O. Box 469, 9411 Ipsum Rd.",62031,068-289-7752,THT0009,410,4,Yes,1394.0,,,,162.0,1,1640,4,1,4,414,Long time Big Buy,3
Line,9707,17/12/2021 11:25,54428,Hollee Morales,2737 Per Av.,79542,018-623-2631,THT0006,350,1,No,350.0,,,,162.0,1,350,4,1,1,411,Potential Loyalists,0
Line,7395,18/01/2022 02:12,52402,Quamar Horton,376-5873 Risus Ave,75851,046-208-7781,THT0009,410,1,Yes,348.5,,,,130.0,1,410,5,1,1,511,Potential Loyalists,0
Lazada,7288,18/02/2021 18:10,45921,Ashely Maynard,954-2664 Cursus Rd.,21438,024-782-1152,THT0009,410,5,Yes,1742.5,,,,464.0,1,2050,1,1,5,115,At Risk,3
Shopee,8986,18/02/2021 20:21,76418,Eugenia Romero,871 Interdum. Street,43483,042-692-2077,THT0006,350,5,Yes,1487.5,,,,464.0,1,1750,1,1,4,114,At Risk,3
Line,2943,18/02/2022 15:30,45954,Kiayada Greene,518-6438 Enim. Ave,43063,017-475-2861,THT0015,530,1,No,530.0,,,,99.0,1,530,5,1,1,511,Potential Loyalists,0
Call,2888,18/03/2021 05:57,87425,Ulla Vaughn,"P.O. Box 522, 3721 Ipsum Street",26676,032-953-8301,THT0015,530,5,Yes,2252.5,,,,436.0,1,2650,2,1,5,215,At Risk,3
